Ticker,date,open,high,low,close,volume,daily_return
ADANIENT,2024-01-01 05:30:00,2852.3,2947.0,2842.05,2917.2,2898619,0.023956194387405816
ADANIENT,2024-01-02 05:30:00,2922.0,2948.2,2841.0,2932.4,2671368,0.005210475798711256
ADANIENT,2024-01-03 05:30:00,3047.0,3199.0,2955.6,3003.0,19725411,0.02407584231346327
ADANIENT,2024-01-04 05:30:00,3039.4,3044.45,2990.0,2998.3,2975620,-0.0015651015651014788
ADANIENT,2024-01-05 05:30:00,3009.95,3066.9,2981.1,3006.6,3219949,0.002768235333355573
ADANIENT,2024-01-08 05:30:00,3020.0,3027.0,2952.95,2963.5,1849061,-0.01433512938202619
ADANIENT,2024-01-09 05:30:00,2990.7,3068.8,2980.0,3014.6,2885706,0.01724312468365108
ADANIENT,2024-01-10 05:30:00,3024.0,3112.0,3020.05,3098.2,3590297,0.027731705698931908
ADANIENT,2024-01-11 05:30:00,3120.0,3129.0,3065.0,3080.9,2008103,-0.005583887418501021
ADANIENT,2024-01-12 05:30:00,3096.35,3125.0,3068.2,3104.1,1795933,0.007530267129734813
ADANIENT,2024-01-15 05:30:00,3127.0,3130.0,3067.45,3089.5,1407007,-0.004703456718533561
ADANIENT,2024-01-16 05:30:00,3095.0,3104.5,3035.0,3056.5,2515564,-0.010681340022657415
ADANIENT,2024-01-17 05:30:00,3033.0,3045.0,2946.3,2971.05,2897218,-0.027956813348601228
ADANIENT,2024-01-18 05:30:00,2975.55,2985.0,2885.1,2918.9,2552342,-0.01755271705289374
ADANIENT,2024-01-19 05:30:00,2945.35,2949.45,2903.05,2915.65,2014096,-0.0011134331426222444
ADANIENT,2024-01-20 05:30:00,2930.0,3015.85,2890.5,2987.9,1878793,0.024780066194502126
ADANIENT,2024-01-23 05:30:00,3014.95,3014.95,2885.5,2896.55,1827002,-0.03057331235985139
ADANIENT,2024-01-24 05:30:00,2901.0,2929.1,2871.25,2903.45,5807940,0.0023821442750857624
ADANIENT,2024-01-25 05:30:00,2903.45,2926.35,2804.4,2893.6,2601969,-0.0033925158001687494
ADANIENT,2024-01-29 05:30:00,2929.0,3092.7,2923.05,3064.65,4402976,0.05911321537185521
ADANIENT,2024-01-30 05:30:00,3081.0,3129.9,3020.9,3091.1,3115506,0.008630675607328664
ADANIENT,2024-01-31 05:30:00,3092.75,3151.7,3072.4,3142.0,2671051,0.01646663000226467
ADANIENT,2024-02-01 05:30:00,3156.9,3236.95,3083.05,3153.5,4686595,0.0036600891152132053
ADANIENT,2024-02-02 05:30:00,3184.95,3208.5,3140.0,3157.45,2708695,0.001252576502299041
ADANIENT,2024-02-05 05:30:00,3170.0,3229.4,3151.45,3173.45,2191195,0.005067380322728798
ADANIENT,2024-02-06 05:30:00,3183.9,3228.2,3160.0,3203.75,2078891,0.009547968299484788
ADANIENT,2024-02-07 05:30:00,3220.05,3277.95,3210.0,3229.85,2095911,0.008146703082325457
ADANIENT,2024-02-08 05:30:00,3245.6,3245.6,3146.1,3168.6,1679004,-0.01896372896574139
ADANIENT,2024-02-09 05:30:00,3184.45,3224.95,3121.2,3215.2,1572789,0.014706810578804408
ADANIENT,2024-02-12 05:30:00,3229.0,3241.95,3160.0,3169.75,1083138,-0.014135979099278329
ADANIENT,2024-02-13 05:30:00,3180.0,3194.0,3092.05,3178.45,1225207,0.0027446959539394467
ADANIENT,2024-02-14 05:30:00,3184.0,3255.25,3169.85,3207.2,1741264,0.009045289370605225
ADANIENT,2024-02-15 05:30:00,3219.85,3252.75,3184.05,3193.8,2035204,-0.004178099276627489
ADANIENT,2024-02-16 05:30:00,3214.0,3252.3,3192.65,3223.6,2193673,0.00933057799486492
ADANIENT,2024-02-19 05:30:00,3240.0,3308.6,3235.8,3258.8,1779444,0.010919468916739117
ADANIENT,2024-02-20 05:30:00,3267.0,3269.8,3210.15,3228.6,1467630,-0.009267214925739564
ADANIENT,2024-02-21 05:30:00,3238.0,3300.0,3205.0,3223.2,1657021,-0.001672551570340075
ADANIENT,2024-02-22 05:30:00,3239.0,3274.0,3210.5,3263.05,1138722,0.012363489699677377
ADANIENT,2024-02-23 05:30:00,3263.05,3319.95,3225.1,3273.3,1975035,0.0031412328956037516
ADANIENT,2024-02-26 05:30:00,3272.0,3344.0,3263.0,3327.75,1695378,0.016634588946934148
ADANIENT,2024-02-27 05:30:00,3339.0,3340.0,3273.0,3302.3,1125570,-0.007647810081887085
ADANIENT,2024-02-28 05:30:00,3309.2,3318.8,3207.5,3219.0,1358879,-0.025224843291039578
ADANIENT,2024-02-29 05:30:00,3220.05,3304.75,3205.35,3285.4,1352988,0.02062752407580004
ADANIENT,2024-03-01 05:30:00,3309.85,3346.0,3281.8,3318.75,1161067,0.010150970962439887
ADANIENT,2024-03-02 05:30:00,3332.0,3348.7,3321.5,3333.25,119511,0.004369114877589508
ADANIENT,2024-03-04 05:30:00,3335.0,3350.0,3310.05,3317.15,1061244,-0.004830120753018807
ADANIENT,2024-03-05 05:30:00,3325.3,3334.0,3295.05,3310.2,1190416,-0.0020951720603531454
ADANIENT,2024-03-06 05:30:00,3323.0,3323.0,3183.15,3233.95,1935203,-0.02303486194187665
ADANIENT,2024-03-07 05:30:00,3240.0,3262.0,3220.0,3226.55,856328,-0.002288223380076837
ADANIENT,2024-03-11 05:30:00,3241.2,3259.0,3200.0,3207.35,738851,-0.005950628380158474
ADANIENT,2024-03-12 05:30:00,3207.35,3222.7,3111.0,3122.5,1199487,-0.02645486149001508
ADANIENT,2024-03-13 05:30:00,3125.0,3138.05,2850.15,2906.2,3407040,-0.06927141713370699
ADANIENT,2024-03-14 05:30:00,2927.45,3101.2,2880.0,3087.45,3759100,0.062366664372720315
ADANIENT,2024-03-15 05:30:00,3111.0,3143.4,3061.25,3132.2,2199094,0.014494161848774834
ADANIENT,2024-03-18 05:30:00,3050.1,3124.0,2976.05,3111.75,3042515,-0.0065289572824211994
ADANIENT,2024-03-19 05:30:00,3126.0,3164.8,3041.85,3052.7,1460452,-0.018976460191210798
ADANIENT,2024-03-20 05:30:00,3075.0,3083.2,3021.1,3051.45,966481,-0.0004094735807645966
ADANIENT,2024-03-21 05:30:00,3089.55,3107.1,3059.6,3066.5,1175751,0.0049320814694653325
ADANIENT,2024-03-22 05:30:00,3066.55,3128.95,3048.05,3107.7,951557,0.01343551279960864
ADANIENT,2024-03-26 05:30:00,3100.5,3171.95,3089.1,3109.95,937103,0.000724008108890839
ADANIENT,2024-03-27 05:30:00,3115.0,3138.45,3106.25,3122.1,900231,0.003906815222109783
ADANIENT,2024-03-28 05:30:00,3134.0,3237.0,3096.75,3197.1,2327053,0.024022292687614133
ADANIENT,2024-04-01 05:30:00,3230.2,3291.8,3207.85,3252.1,1292646,0.017203090300584867
ADANIENT,2024-04-02 05:30:00,3258.95,3285.0,3240.0,3268.75,868829,0.005119768764798138
ADANIENT,2024-04-03 05:30:00,3250.0,3260.15,3222.0,3233.45,1153109,-0.010799235181644384
ADANIENT,2024-04-04 05:30:00,3250.0,3273.0,3201.7,3210.8,1403826,-0.007004901884983372
ADANIENT,2024-04-05 05:30:00,3211.1,3234.0,3178.95,3224.8,755607,0.004360284041360352
ADANIENT,2024-04-08 05:30:00,3240.95,3243.5,3197.2,3224.55,577440,-7.752418754647383e-05
ADANIENT,2024-04-09 05:30:00,3240.7,3251.0,3185.0,3198.45,833679,-0.008094152672466048
ADANIENT,2024-04-10 05:30:00,3200.0,3254.6,3192.5,3242.0,1441138,0.01361597023558292
ADANIENT,2024-04-12 05:30:00,3210.0,3247.5,3205.3,3209.9,705173,-0.00990129549660701
ADANIENT,2024-04-15 05:30:00,3150.0,3180.3,3103.2,3147.45,1035378,-0.019455434748746114
ADANIENT,2024-04-16 05:30:00,3101.0,3149.2,3100.0,3106.4,1134184,-0.013042304087435785
ADANIENT,2024-04-18 05:30:00,3125.15,3145.0,3008.3,3019.3,1703646,-0.028038887458150863
ADANIENT,2024-04-19 05:30:00,3000.0,3057.05,2962.5,3026.95,1727317,0.0025336998642067066
ADANIENT,2024-04-22 05:30:00,3053.0,3077.5,3025.0,3063.35,993929,0.012025306001090197
ADANIENT,2024-04-23 05:30:00,3059.0,3091.0,3043.1,3065.1,1654272,0.0005712700148530203
ADANIENT,2024-04-24 05:30:00,3071.95,3087.85,3040.0,3043.55,605917,-0.007030765717268461
ADANIENT,2024-04-25 05:30:00,3050.0,3120.9,3025.65,3115.25,1515529,0.023558016132476878
ADANIENT,2024-04-26 05:30:00,3119.9,3129.9,3066.05,3080.4,662764,-0.011186903137789916
ADANIENT,2024-04-29 05:30:00,3110.0,3110.5,3051.5,3081.2,648544,0.0002597065316192193
ADANIENT,2024-04-30 05:30:00,3094.0,3108.45,3045.0,3054.7,804552,-0.008600545242113511
ADANIENT,2024-05-02 05:30:00,3071.95,3119.85,3015.05,3039.6,2219085,-0.004943202278456127
ADANIENT,2024-05-03 05:30:00,3030.0,3045.0,2975.1,2993.25,1472168,-0.015248716936438922
ADANIENT,2024-05-06 05:30:00,2993.25,3000.2,2850.0,2874.65,2377944,-0.03962248392215817
ADANIENT,2024-05-07 05:30:00,2889.95,2905.35,2822.0,2835.95,1262311,-0.0134625084792932
ADANIENT,2024-05-08 05:30:00,2850.0,2890.9,2820.0,2860.55,951411,0.008674341931275364
ADANIENT,2024-05-09 05:30:00,2864.8,2883.65,2756.0,2766.65,1485510,-0.032825855167712525
ADANIENT,2024-05-10 05:30:00,2794.95,2809.0,2760.45,2797.25,2354794,0.011060307592214436
ADANIENT,2024-05-13 05:30:00,2803.0,2890.0,2790.5,2879.6,3784373,0.029439628206273882
ADANIENT,2024-05-14 05:30:00,2894.95,3046.0,2874.55,3037.55,5725807,0.05485136824558978
ADANIENT,2024-05-15 05:30:00,3046.75,3118.85,3037.6,3049.75,1688836,0.004016394791855227
ADANIENT,2024-05-16 05:30:00,3065.0,3076.95,2974.95,3041.65,1835312,-0.002655955406180799
ADANIENT,2024-05-17 05:30:00,3041.05,3091.0,3015.5,3060.5,825436,0.006197294231749195
ADANIENT,2024-05-18 05:30:00,3074.0,3074.0,3055.0,3059.75,74336,-0.00024505799705931697
ADANIENT,2024-05-21 05:30:00,3067.9,3175.0,3034.5,3117.5,3091659,0.0188740910205083
ADANIENT,2024-05-22 05:30:00,3129.95,3145.0,3073.5,3140.95,3371077,0.0075220529270247916
ADANIENT,2024-05-23 05:30:00,3156.7,3406.0,3135.55,3387.3,6979082,0.0784316846813864
ADANIENT,2024-05-24 05:30:00,3406.0,3457.85,3355.6,3384.95,3473668,-0.0006937678977357864
ADANIENT,2024-05-27 05:30:00,3358.0,3358.0,3267.05,3289.05,2582485,-0.028331289974740992
ADANIENT,2024-05-28 05:30:00,3309.65,3329.5,3229.05,3244.05,1621168,-0.013681762210972725
ADANIENT,2024-05-29 05:30:00,3250.0,3322.9,3212.0,3258.8,1910729,0.004546785653735341
ADANIENT,2024-05-30 05:30:00,3254.0,3274.3,3174.5,3194.25,1990208,-0.019807904750214878
ADANIENT,2024-05-31 05:30:00,3225.25,3434.45,3225.25,3411.35,6384589,0.06796587618376759
ADANIENT,2024-06-03 05:30:00,3725.0,3743.9,3586.05,3645.25,8511359,0.06856523077374055
ADANIENT,2024-06-04 05:30:00,3520.0,3520.0,2733.95,2941.25,20306909,-0.19312804334407796
ADANIENT,2024-06-05 05:30:00,3030.0,3150.0,2750.0,3115.35,8778345,0.05919252018699539
ADANIENT,2024-06-06 05:30:00,3184.0,3222.4,3137.15,3185.65,5873271,0.02256568282857474
ADANIENT,2024-06-07 05:30:00,3170.4,3233.75,3151.6,3219.55,4740455,0.01064147034357199
ADANIENT,2024-06-10 05:30:00,3267.0,3284.4,3205.5,3220.1,4935698,0.00017083132735939976
ADANIENT,2024-06-11 05:30:00,3224.0,3265.0,3195.05,3221.25,4173692,0.0003571317660941986
ADANIENT,2024-06-12 05:30:00,3224.9,3245.0,3208.0,3219.05,3022477,-0.0006829646876211903
ADANIENT,2024-06-13 05:30:00,3230.0,3254.0,3207.25,3224.8,3202978,0.0017862412823659302
ADANIENT,2024-06-14 05:30:00,3225.0,3275.0,3221.1,3261.75,4224855,0.011458074919374894
ADANIENT,2024-06-18 05:30:00,3310.0,3345.0,3287.2,3309.05,1755612,0.014501417950486761
ADANIENT,2024-06-19 05:30:00,3314.0,3314.0,3226.3,3261.9,1419264,-0.014248802526404925
ADANIENT,2024-06-20 05:30:00,3263.9,3315.0,3240.0,3259.45,1366545,-0.0007510959870015155
ADANIENT,2024-06-21 05:30:00,3265.05,3277.1,3176.4,3189.3,4697655,-0.021522035926306526
ADANIENT,2024-06-24 05:30:00,3185.75,3214.8,3135.0,3194.6,3261647,0.0016618066660394337
ADANIENT,2024-06-25 05:30:00,3204.75,3208.45,3156.35,3171.1,1694962,-0.007356163525950032
ADANIENT,2024-06-26 05:30:00,3169.05,3187.7,3163.9,3170.5,2142889,-0.00018920879190187367
ADANIENT,2024-06-27 05:30:00,3177.0,3202.25,3150.0,3175.15,5114980,0.0014666456394891725
ADANIENT,2024-06-28 05:30:00,3190.0,3211.95,3157.0,3177.15,960905,0.0006298915011888617
ADANIENT,2024-07-01 05:30:00,3179.95,3193.15,3157.55,3183.8,832170,0.002093070833923516
ADANIENT,2024-07-02 05:30:00,3179.85,3207.8,3131.05,3153.2,1490844,-0.009611156479678473
ADANIENT,2024-07-03 05:30:00,3158.0,3194.55,3147.75,3190.95,1152522,0.011971964987948835
ADANIENT,2024-07-04 05:30:00,3192.0,3194.45,3138.05,3144.25,1055391,-0.014635140005327507
ADANIENT,2024-07-05 05:30:00,3143.9,3158.55,3123.95,3147.9,663988,0.0011608491691181833
ADANIENT,2024-07-08 05:30:00,3147.9,3158.2,3075.0,3113.6,1155112,-0.010896152990882868
ADANIENT,2024-07-09 05:30:00,3115.95,3158.0,3100.5,3110.75,922403,-0.0009153391572456204
ADANIENT,2024-07-10 05:30:00,3120.1,3127.25,3063.4,3096.0,586710,-0.004741621795386952
ADANIENT,2024-07-11 05:30:00,3118.7,3129.8,3074.1,3078.3,899781,-0.005717054263565835
ADANIENT,2024-07-12 05:30:00,3090.0,3098.8,3058.35,3065.45,756036,-0.004174381964071161
ADANIENT,2024-07-15 05:30:00,3066.1,3103.5,3058.35,3090.4,724174,0.008139098664144084
ADANIENT,2024-07-16 05:30:00,3110.0,3137.75,3096.1,3109.3,988357,0.006115713176287896
ADANIENT,2024-07-18 05:30:00,3106.0,3111.0,3057.15,3092.2,1021653,-0.005499630141832634
ADANIENT,2024-07-19 05:30:00,3092.0,3094.5,3000.0,3005.7,1026941,-0.027973611021279376
ADANIENT,2024-07-22 05:30:00,3005.7,3026.9,2972.15,3000.85,662085,-0.001613600825098982
ADANIENT,2024-07-23 05:30:00,3020.0,3038.0,2886.35,2995.35,1443331,-0.0018328140360230893
ADANIENT,2024-07-24 05:30:00,2995.35,3007.5,2959.3,2970.7,693702,-0.008229422271187059
ADANIENT,2024-07-25 05:30:00,2960.7,3017.65,2945.1,2973.5,1105721,0.0009425387955701581
ADANIENT,2024-07-26 05:30:00,2995.0,3109.0,2988.1,3080.5,1942427,0.035984530015133576
ADANIENT,2024-07-29 05:30:00,3094.3,3120.35,3074.0,3089.35,1037474,0.0028729102418438845
ADANIENT,2024-07-30 05:30:00,3092.0,3155.0,3066.65,3128.75,1647048,0.012753491834851971
ADANIENT,2024-07-31 05:30:00,3141.0,3197.5,3135.0,3169.4,2414005,0.01299240910906918
ADANIENT,2024-08-01 05:30:00,3180.0,3258.0,3151.7,3217.25,6149883,0.01509749479396727
ADANIENT,2024-08-02 05:30:00,3200.0,3215.0,3111.0,3160.9,3360209,-0.017514958427228167
ADANIENT,2024-08-05 05:30:00,3085.0,3133.05,2996.3,3038.2,2238921,-0.03881805814799588
ADANIENT,2024-08-06 05:30:00,3084.0,3142.8,3057.25,3072.7,2125201,0.011355407807254192
ADANIENT,2024-08-07 05:30:00,3118.0,3190.0,3112.0,3185.95,1868169,0.03685683600742018
ADANIENT,2024-08-08 05:30:00,3190.55,3242.65,3156.55,3167.55,2139376,-0.0057753574287102705
ADANIENT,2024-08-09 05:30:00,3209.0,3219.3,3171.05,3187.55,760165,0.00631402819213589
ADANIENT,2024-08-12 05:30:00,3100.0,3169.85,3014.0,3151.75,10307245,-0.011231196373390318
ADANIENT,2024-08-13 05:30:00,3170.05,3178.1,3081.75,3092.2,2192588,-0.018894265090822593
ADANIENT,2024-08-14 05:30:00,3085.7,3085.7,3027.75,3040.1,1232383,-0.016848845482180907
ADANIENT,2024-08-16 05:30:00,3070.0,3121.6,3039.35,3108.8,970067,0.022597940857208787
ADANIENT,2024-08-19 05:30:00,3122.05,3134.3,3092.95,3102.55,557265,-0.0020104220277921137
ADANIENT,2024-08-20 05:30:00,3118.95,3126.0,3058.85,3070.65,662263,-0.010281864917567884
ADANIENT,2024-08-21 05:30:00,3070.65,3153.3,3068.4,3115.7,1379240,0.014671160829140328
ADANIENT,2024-08-22 05:30:00,3130.75,3150.0,3091.0,3099.05,1378912,-0.005343903456687005
ADANIENT,2024-08-23 05:30:00,3101.0,3123.0,3067.6,3076.35,1375224,-0.007324825349704023
ADANIENT,2024-08-26 05:30:00,3088.0,3090.0,3055.0,3069.0,1632446,-0.002389194987566401
ADANIENT,2024-08-27 05:30:00,3072.2,3095.75,3064.0,3067.1,1310440,-0.0006190941674812933
ADANIENT,2024-08-28 05:30:00,3078.0,3078.0,3022.1,3028.0,1569652,-0.012748198624107476
ADANIENT,2024-08-29 05:30:00,3030.0,3041.95,2981.3,3020.15,1853966,-0.00259247027741083
ADANIENT,2024-08-30 05:30:00,3030.0,3038.55,3003.3,3019.35,3509174,-0.00026488750558750773
ADANIENT,2024-09-02 05:30:00,3021.1,3059.15,2997.6,3042.15,1842658,0.007551294152714938
ADANIENT,2024-09-03 05:30:00,3037.0,3053.05,3023.8,3036.1,1371577,-0.001988725079302478
ADANIENT,2024-09-04 05:30:00,3010.0,3025.0,2955.2,3012.35,1212270,-0.007822535489608429
ADANIENT,2024-09-05 05:30:00,3025.0,3037.9,3002.0,3015.35,734273,0.0009959002107988724
ADANIENT,2024-09-06 05:30:00,3019.0,3025.0,2968.0,2975.45,1251165,-0.013232294758485752
ADANIENT,2024-09-09 05:30:00,2972.1,2972.5,2927.3,2964.15,1523581,-0.003797744878925813
ADANIENT,2024-09-10 05:30:00,2971.6,3007.4,2947.6,2986.4,803782,0.0075063677614155555
ADANIENT,2024-09-11 05:30:00,2985.0,2992.95,2928.0,2937.85,888628,-0.01625703187784633
ADANIENT,2024-09-12 05:30:00,2950.0,3000.0,2917.15,2991.0,1314173,0.018091461442891976
ADANIENT,2024-09-13 05:30:00,2972.0,3001.95,2956.05,2968.35,815948,-0.007572718154463476
ADANIENT,2024-09-16 05:30:00,2972.0,3026.4,2972.0,2984.9,695162,0.005575488065760581
ADANIENT,2024-09-17 05:30:00,2990.05,2995.9,2952.5,2975.2,698700,-0.0032496901068713724
ADANIENT,2024-09-18 05:30:00,2976.0,2984.75,2935.0,2956.3,831891,-0.006352514116697905
ADANIENT,2024-09-19 05:30:00,2975.05,2975.25,2890.35,2943.15,1655401,-0.004448127727226581
ADANIENT,2024-09-20 05:30:00,2948.15,3025.0,2942.05,3008.5,1787210,0.02220410104819659
ADANIENT,2024-09-23 05:30:00,3020.0,3070.0,3015.25,3043.95,897314,0.011783280704670052
ADANIENT,2024-09-24 05:30:00,3055.0,3101.0,3040.25,3093.9,1021918,0.0164095993692408
ADANIENT,2024-09-25 05:30:00,3108.0,3123.9,3080.2,3105.1,913008,0.003620026503765361
ADANIENT,2024-09-26 05:30:00,3085.0,3148.0,3085.0,3122.65,1548019,0.005651991884319418
ADANIENT,2024-09-27 05:30:00,3122.0,3179.0,3116.0,3130.3,2297441,0.0024498422813956644
ADANIENT,2024-09-30 05:30:00,3129.0,3209.9,3120.4,3135.85,1607429,0.001772993003865464
ADANIENT,2024-10-01 05:30:00,3136.3,3192.0,3107.0,3186.1,1367116,0.016024363410239717
ADANIENT,2024-10-03 05:30:00,3150.0,3196.35,3084.1,3116.0,1309703,-0.022001820407394623
ADANIENT,2024-10-04 05:30:00,3119.9,3149.5,3070.0,3110.65,987583,-0.0017169448010269095
ADANIENT,2024-10-07 05:30:00,3110.65,3128.5,2980.45,3018.0,1743454,-0.02978477167151561
ADANIENT,2024-10-08 05:30:00,3018.5,3170.0,2994.85,3160.7,1776511,0.04728296885354544
ADANIENT,2024-10-09 05:30:00,3175.0,3179.95,3134.4,3153.75,897335,-0.0021988799949377302
ADANIENT,2024-10-10 05:30:00,3140.0,3211.0,3056.1,3174.2,2905725,0.006484344034878964
ADANIENT,2024-10-11 05:30:00,3174.2,3190.0,3116.0,3137.2,1035260,-0.011656480373007372
ADANIENT,2024-10-14 05:30:00,3145.0,3150.1,3092.85,3101.1,437728,-0.011507076373836522
ADANIENT,2024-10-15 05:30:00,3124.0,3128.0,3091.5,3104.7,371613,0.0011608783979877302
ADANIENT,2024-10-16 05:30:00,3098.0,3115.4,3061.0,3085.9,543476,-0.006055335459142497
ADANIENT,2024-10-17 05:30:00,3089.95,3100.0,2993.0,3013.75,2655289,-0.023380537282478353
ADANIENT,2024-10-18 05:30:00,2990.0,3031.7,2968.1,3002.0,796339,-0.003898797179593516
